hs6,product_label,years_present,avg_RSCA
681140,"Articles of asbestos-cement, cellulose fibre-cement or the like, containing asbestos",12,1.0
911019,Rough clock movements,12,1.0
284444,Radioactive residues,3,1.0
840140,"Parts of nuclear reactors, n.e.s. [Euratom]",11,1.0
190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ...",12,1.0
901380,"Optical appliances and instruments, n.e.s. in chapter 90",10,1.0
480920,"Self-copy paper, whether or not printed, in rolls of a width > 36 cm or in square or rectangular ...",12,1.0
390761,"Poly""ethylene terephthalate"", in primary forms, having a viscosity number of >= 78 ml/g",8,1.0
401162,"Pneumatic tyres, new, of rubber, having a ""herring-bone"" or similar tread, of a kind used on ...",12,1.0
530720,"Multiple ""folded"" or cabled yarn of jute or of other textile bast fibres of heading 5303",12,1.0
810600,"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ...",11,1.0
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",11,1.0
110422,"Hulled, pearled, sliced, kibbled or otherwise worked oat grains (excl. rolled, flaked, pellets ...",12,1.0
700319,"Cast glass and rolled glass, in non-wired sheets, not otherwise worked (excl. glass coloured ...",12,1.0
880621,"Unmanned aircraft, for remote-controlled flight only, with maximum take-off weight <= 250 g",4,1.0
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is ...",12,1.0
290311,"Chloromethane ""methyl chloride"" and chloroethane ""ethyl chloride""",11,1.0
240391,"Tobacco, ""homogenised"" or ""reconstituted"" from finely-chopped tobacco leaves, tobacco refuse ...",5,1.0
293120,Tributyltin compounds,10,1.0
810399,"Articles of tantalum, n.e.s.",5,1.0
30453,"Fresh or chilled meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, ...",12,1.0
30481,"Frozen fillets of Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...",12,1.0
284161,Potassium permanganate,12,1.0
700490,"Sheets of glass, drawn or blown, but not otherwise worked (excl. glass coloured throughout ...",12,1.0
382487,"Mixtures and preparations containing perfluorooctane sulphonic acid, its salts, perfluorooctane ...",7,1.0
30494,"Frozen meat, whether or not minced, of Alaska pollack ""Theragra chalcogramma"" (excl. fillets)",12,1.0
291423,Ionones and methylionones,12,1.0
710491,"Diamonds, synthetic or reconstructed, worked, whether or not graded but not strung, mounted ...",3,1.0
291612,Esters of acrylic acid,11,1.0
10594,"Live fowls of the species Gallus domesticus, weighing > 185",12,1.0
30366,"Frozen hake ""Merluccius spp., Urophycis spp.""",12,1.0
120740,"Sesamum seeds, whether or not broken",12,1.0
440710,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",12,1.0
282410,"Lead monoxide ""litharge, massicot""",11,1.0
401163,"Pneumatic tyres, new, of rubber, having a ""herring-bone"" or similar tread, of a kind used on ...",12,1.0
950631,"Golf clubs, complete",12,1.0
200410,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen",12,1.0
853950,"Light-emitting diode ""LED"" lamps",5,1.0
910811,"Watch movements, complete and assembled, electrically operated, with mechanical display only ...",12,1.0
852791,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing ...",12,1.0
20743,"Fatty livers of domestic ducks, fresh or chilled",11,1.0
30496,"Frozen meat, whether or not minced, of dogfish and other sharks",8,1.0
30441,"Fresh or chilled fillets of Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...",12,1.0
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",5,1.0
120760,"Safflower ""Carthamus tinctorius"" seeds",11,1.0
30830,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, jellyfish ""Rhopilema ...",12,1.0
292142,Aniline derivatives and their salts,12,1.0
730520,"Casing of a kind used in drilling for oil or gas, having circular cross-sections and an external ...",10,1.0
470630,Pulps of fibrous cellulosic bamboo material,7,1.0
30342,"Frozen yellowfin tunas ""Thunnus albacares""",12,1.0
30822,"Frozen sea urchins ""Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus ...",7,1.0
440711,"Pine ""Pinus spp."" sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",9,1.0
440320,"Coniferous wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",11,1.0
90710,"Cloves, whole fruit, cloves and stems, neither crushed nor ground",12,1.0
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,10,1.0
30341,"Frozen albacore or longfinned tunas ""Thunnus alalunga""",12,1.0
261000,Chromium ores and concentrates,12,1.0
722591,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...",6,1.0
280519,Alkali or alkaline-earth metals (excl. sodium and calcium),12,0.9
720250,Ferro-silico-chromium,3,0.9
280540,Mercury,12,0.9
30446,"Fresh or chilled fillets of toothfish ""Dissostichus spp.""",11,0.9
330125,"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excl. those of peppermint ...",12,0.9
90520,"Vanilla, crushed or ground",10,0.9
400122,"Technically specified natural rubber ""TSNR""",12,0.9
285390,"Phosphides, whether or not chemically defined (excl. ferrophosphorus); inorganic compounds, ...",9,0.9
700231,"Tubes of fused quartz or other fused silica, unworked",12,0.9
291822,"o-Acetylsalicylic acid, its salts and esters",12,0.9
120710,Palm nuts and kernels,9,0.9
293332,Piperidine and its salts,11,0.9
382486,"Mixtures and preparations containing pentachlorobenzene ""ISO"" or hexachlorobenzene ""ISO""",3,0.9
30448,"Fresh or chilled fillets of rays and skates ""Rajidae""",8,0.9
30463,"Frozen fillets of Nile perch ""Lates niloticus""",12,0.9
290379,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens (excl. ...,12,0.9
80111,Desiccated coconuts,12,0.9
381511,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s.",12,0.9
441234,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",7,0.9
720410,"Waste and scrap, of cast iron (excl. radioactive)",12,0.9
30543,"Smoked trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...",12,0.9
190110,"Food preparations for infant use, put up for retail sale, of flour, groats, meal, starch or ...",12,0.9
400280,"Mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural ...",10,0.9
30325,"Frozen carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., ...",12,0.9
721061,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...",12,0.9
440691,"Railway or tramway sleepers ""cross-ties"" of wood, impregnated, coniferous",8,0.9
630420,"Bed nets, warp knit, antimalarial",6,0.9
440110,"Fuel wood, in logs, billets, twigs, faggots or similar forms",12,0.9
910819,"Watch movements, complete and assembled, electrically operated, with combined opto-electronic ...",10,0.9
382481,"Mixtures and preparations containing oxirane ""ethylene oxide""",7,0.9
285310,"Cyanogen chloride ""chlorcyan""",6,0.9
370253,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...",9,0.9
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",11,0.9
30579,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excl. heads, tails, ...",12,0.9
293810,"Rutoside ""rutin"" and its derivatives",12,0.9
440395,"Birch ""Betula spp."" in the rough, of which any cross-sectional dimension is =>15 cm, whether ...",9,0.9
30499,Frozen fish meat n.e.s. (excl. fillets),12,0.9
722620,"Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ...",6,0.9
291532,Vinyl acetate,12,0.9
721020,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...",6,0.9
30564,"Tilapia ""Oreochromis spp."", catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...",8,0.9
701913,"Yarn and slivers of glass fibres (excl. in chopped strands of a length of <= 50 mm, and rovings)",4,0.9
730422,"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas",3,0.9
30829,"Smoked, dried, salted or in brine, sea urchins ""Strongylocentrotus spp., Paracentrotus lividus, ...",12,0.9
220720,Denatured ethyl alcohol and other spirits of any strength,12,0.9
310540,"Ammonium dihydrogenorthophosphate ""monoammonium phosphate"", whether or not mixed with diammonium ...",12,0.9
811229,"Articles of chromium, n.e.s.",7,0.9
440121,Coniferous wood in chips or particles (excl. those of a kind used principally for dyeing or ...,11,0.9
310310,"Superphosphates (excluding those in tablets or similar forms, or in packages with a gross weight ...",10,0.9
551331,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",10,0.9
740313,"Copper, refined, in the form of billets",9,0.9
730110,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements",12,0.9
283311,Disodium sulphate,12,0.9
900652,"Cameras for roll film of a width of < 35 mm (excluding instant print cameras, single lens reflex ...",7,0.9
30632,"Lobsters ""Homarus spp."", whether in shell or not, live, fresh or chilled",8,0.9
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",11,0.9
270500,"Coal gas, water gas, producer gas, lean gas and similar gases (excl. petroleum gases and other ...",5,0.9
252510,Crude mica and mica rifted into sheets or splittings,10,0.9
430110,"Raw furskins of mink, whole, with or without heads, tails or paws",12,0.9
280910,Diphosphorus pentaoxide,11,0.9
290511,"Methanol ""methyl alcohol""",12,0.9
292019,"Thiophosphoric esters ""phosphorothioates"" and their salts; their halogenated, sulphonated, ...",12,0.9
290920,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or ...",7,0.9
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,3,0.9
850172,"Photovoltaic DC generators, of an output > 50 W",3,0.9
292620,"1-Cyanoguanidine ""dicyandiamide""",12,0.9
284910,"Carbides of calcium, whether or not chemically defined",12,0.9
80251,"Fresh or dried pistachios, in shell",12,0.9
360500,Matches (excl. pyrotechnic articles of heading 3604),12,0.9
30214,"Fresh or chilled Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho""",12,0.9
860699,Railway or tramway goods vans and wagons (excl. those specially designed for the transport ...,11,0.9
310250,"Sodium nitrate (excl. that in tablets or similar forms, or in packages with a gross weight ...",12,0.9
870129,"Road tractors for semi-trailers, with only spark-ignition internal combustion piston engine ...",5,0.9
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",4,0.9
271121,Natural gas in gaseous state,11,0.9
21091,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...",10,0.9
30493,"Frozen meat, whether or not minced, of tilapia ""Oreochromis spp."", catfish ""Pangasius spp., ...",12,0.9
780420,"Lead powders and flakes (excl. grains of lead, and spangles of heading 8308)",10,0.9
40729,"Fresh birds' eggs, in shell (excl. of domestic fowls, and fertilised for incubation)",10,0.9
285210,"Compounds, inorganic or organic, of mercury, chemically defined (excl. amalgams)",9,0.9
520513,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...",12,0.9
382474,"Mixtures containing hydrochlorofluorocarbons ""HCFCs"", whether or not containing perfluorocarbons ...",6,0.9
903141,Optical instruments and appliances for inspecting semiconductor wafers or devices or for inspecting ...,12,0.9
550210,"Artificial filament tow as specified in Note 1 to chapter 55, of acetate",8,0.9
292113,"2-""N,N-Diethylamino""ethylchloride hydrochloride",7,0.9
400260,"Isoprene rubber ""IR"", in primary forms or in plates, sheets or strip",11,0.9
10239,Live buffalo (excl. pure-bred for breeding),8,0.9
440290,"Wood charcoal, whether or not agglomerated (excl. of bamboo or shell or nut, charcoal used ...",12,0.9
140120,Rattans,7,0.9
290531,"Ethylene glycol ""ethanediol""",12,0.9
80440,Fresh or dried avocados,12,0.9
810610,"Bismuth and articles thereof incl. waste and scrap, containing > 99,99 % of bismuth by weight, ...",3,0.9
253020,"Kieserite and epsomite ""natural magnesium sulphates""",10,0.9
293942,"Pseudoephedrine ""INN"" and its salts",11,0.9
30483,"Frozen fillets of flat fish ""Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...",12,0.9
120770,Melon seeds,12,0.9
160418,"Prepared or preserved shark fins, whole or in pieces (excl. minced)",7,0.9
810430,"Magnesium raspings, turnings and granules, graded according to size; magnesium powders",12,0.9
880624,"Unmanned aircraft, for remote-controlled flight only, with maximum take-off weight > 25 kg ...",3,0.9
271312,"Petroleum coke, calcined",12,0.9
460122,"Mats, matting and screens, of rattan plaiting materials, flat-woven or bound together in parallel",10,0.9
121221,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, fit for human ...",12,0.9
121294,"Chicory roots, fresh, chilled, frozen or dried, whether or not ground",9,0.9
10649,Live insects (excl. bees),8,0.9
230120,"Flours, meals and pellets of fish or crustaceans, molluscs or other aquatic invertebrates, ...",12,0.9
410631,"Hides and skins of swine, in the wet state (incl. wet-blue), tanned, without wool on, whether ...",12,0.9
282530,Vanadium oxides and hydroxides,11,0.9
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",12,0.9
30722,"Scallops and other molluscs of the family Pectinidae, frozen, even in shell",9,0.9
854060,"Cathoderay tubes (excl. television and video-monitor cathoderay tubes, television camera tubes, ...",11,0.9
900661,Electronic discharge lamp flashlight apparatus for photographic purposes,12,0.9
720712,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",12,0.9
30474,"Frozen fillets of hake ""Merluccius spp., Urophycis spp.""",12,0.9
90510,"Vanilla, neither crushed nor ground",11,0.9
850660,Air-zinc cells and batteries (excl. spent),11,0.9
930690,"Bombs, grenades, torpedos, mines, missiles, and other ammunition and projectiles, and parts ...",9,0.9
290611,Menthol,10,0.9
21092,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...",11,0.9
293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural ...",12,0.9
250830,Fireclay (excl. kaolin and other kaolinic clays and expanded clay),12,0.9
520210,"Cotton yarn waste, incl. thread waste",12,0.9
681280,Fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with ...,10,0.9
701932,"Thin sheets ""voiles"" of irregularly laminated glass fibres",5,0.9
854011,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, colour",7,0.9
280512,Calcium,11,0.9
284990,"Carbides, whether or not chemically defined (excl. of calcium or silicon, and inorganic or ...",12,0.9
841111,Turbojets of a thrust <= 25 kN,7,0.9
950651,"Tennis rackets, whether or not strung (excl. table-tennis bats)",9,0.9
151221,Crude cotton-seed oil,11,0.9
810296,Molybdenum wire,10,0.9
470429,"Semi-bleached or bleached non-coniferous chemical wood pulp, sulphite (excl. dissolving grades)",6,0.9
110620,"Flour, meal and powder of sago or of roots or tubers of manioc, arrowroot, salep, sweet potatoes ...",12,0.9
681292,"Paper, millboard and felt of asbestos or of mixtures with a basis of asbestos or a basis of ...",8,0.9
282010,Manganese dioxide,12,0.9
292144,Diphenylamine and its derivatives; salts thereof,8,0.9
292217,Methyldiethanolamine and ethyldiethanolamine,8,0.9
854020,Television camera tubes; image converters and intensifiers; other photo cathode tubes (excl. ...,12,0.9
283531,"Sodium triphosphate ""sodium tripolyphosphate"", whether or not chemically defined",12,0.9
740319,"Copper, refined, unwrought (excl. copper in the form of billets, wire-bars, cathodes and sections ...",12,0.9
540263,"Multiple ""folded"" or cabled filament yarn of polypropylene, incl. monofilament of < 67 decitex ...",8,0.9
291470,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excluding ...",8,0.9
30355,"Frozen jack and horse mackerel ""Trachurus spp.""",12,0.9
80720,"Fresh pawpaws ""papayas""",12,0.9
750511,"Bars, rods, profiles and wire, of non-alloy nickel, n.e.s. (excl. electrically insulated products)",9,0.9
790112,"Unwrought zinc, not alloyed, containing by weight < 99,99% of zinc",11,0.9
20430,Frozen lamb carcases and half-carcases,11,0.9
10614,Live rabbits and hares,7,0.9
710410,"Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, ...",7,0.9
290322,Trichloroethylene,10,0.9
811221,Unwrought chromium; chromium powders,12,0.9
71151,"Mushrooms of the genus ""Agaricus"", provisionally preserved, e.g., by sulphur dioxide gas, in ...",12,0.9
382550,"Wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids",10,0.9
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products ...,12,0.9
550110,"Filament tow as specified in Note 1 to chapter 55, of nylon or other polyamides",3,0.9
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",5,0.9
292411,"Meprobamate ""INN""",5,0.9
847521,Machines for making optical fibres and preforms thereof,4,0.9
790390,"Zinc powders and flakes (excl. grains of zinc, and spangles of heading 8308, and zinc dust)",11,0.9
20754,Fresh or chilled cuts and edible offal of domestic geese (excl. fatty livers),11,0.9
900651,"Cameras with a through-the-lens viewfinder [single lens reflex ""SLR""] for roll film of a width ...",10,0.9
901210,"Electron microscopes, proton microscopes and diffraction apparatus",12,0.9
30612,"Frozen lobsters ""Homarus spp."", even smoked, whether in shell or not, incl. lobsters in shell, ...",12,0.9
950661,Tennis balls (excl. table tennis balls),12,0.9
30489,"Frozen fish fillets, n.e.s.",12,0.9
441883,"I beams, of wood",3,0.9
200820,"Pineapples, prepared or preserved, whether or not containing added sugar or other sweetening ...",12,0.9
852872,"Reception apparatus for television, colour, whether or not incorporating radio-broadcast receivers ...",12,0.9
284150,Chromates and dichromates; peroxochromates (excl. sodium dichromate and inorganic or organic ...,9,0.9
901290,"Parts and accessories for electron microscopes, proton microscopes and diffraction apparatus, ...",12,0.9
30329,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",12,0.9
440796,"Birch ""Betula spp."", sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",8,0.9
370210,"Photographic film in rolls, unexposed, for X-ray (excl. of paper, paperboard or textiles)",12,0.9
460192,"Plaits and similar products, of bamboo plaiting materials, whether or not assembled into strips; ...",12,0.9
30255,"Fresh or chilled Alaska pollack ""Theragra chalcogramma""",12,0.9
382569,"Wastes from chemical or allied industries (excl. wastes of metal pickling liquors, of hydraulic ...",3,0.9
780199,Unwrought lead (excl. refined lead and lead containing by weight antimony as the principal ...,11,0.9
280469,"Silicon containing < 99,99% by weight of silicon",12,0.9
240499,Nicotine containing products intended for the intake of nicotine into the human body (excl. ...,3,0.9
30334,"Frozen turbot ""Psetta maxima""",11,0.9
292212,Diethanolamine and its salts,10,0.9
71233,"Dried jelly fungi ""Tremella spp."", whole, cut, sliced, broken or in powder, but not further ...",10,0.9
20442,"Frozen cuts of sheep, with bone in (excl. carcases and half-carcases)",12,0.9
841112,Turbojets of a thrust > 25 kN,12,0.9
50290,Badger and other brush making hair and waste thereof,11,0.9
160558,"Snails, prepared or preserved (excl. smoked and sea snails)",11,0.9
300620,Reagents for determining blood groups or blood factors,12,0.9
290512,"Propan-1-ol ""propyl alcohol"" and propan-2-ol ""isopropyl alcohol""",12,0.9
290313,"Chloroform ""trichloromethane""",10,0.9
262110,Ash and residues from the incineration of municipal waste,4,0.9
890520,Floating or submersible drilling or production platforms,8,0.9
80299,"Nuts, fresh or dried, whether or not shelled or peeled (excl. coconuts, Brazil nuts, cashew ...",6,0.9
284800,"Phosphides, whether or not chemically defined (excluding ferrophosphorus)",6,0.9
90421,"Fruits of the genus Capsicum or of the genus Pimenta, dried, neither crushed nor ground",12,0.9
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excl. peas, chickpeas, ...",12,0.9
71232,"Dried wood ears ""Auricularia spp."", whole, cut, sliced, broken or in powder, but not further ...",12,0.9
30251,"Fresh or chilled cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus""",12,0.9
293354,"Derivatives of malonylurea ""barbituric acid"" and salts thereof (excl. salts of malonylurea)",6,0.9
151530,"Castor oil and fractions thereof, whether or not refined, but not chemically modified",12,0.9
30636,"Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps ...",10,0.9
440726,"White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, ...",9,0.9
80119,"Fresh coconuts, whether or not shelled or peeled (excl. in the inner shell ""endocarp"")",12,0.9
20423,Fresh or chilled boneless cuts of sheep,12,0.9
440725,"Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or ...",12,0.9
850740,Nickel-iron accumulators (excluding spent),9,0.9
30532,"Fillets, dried, salted or in brine, but not smoked, of fish of the families Bregmacerotidae, ...",9,0.9
151411,"Low erucic acid rape or colza oil ""fixed oil which has an erucic acid content of < 2%"", crude",12,0.9
290378,"Perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",11,0.9
151229,"Cotton-seed oil and its fractions, whether or not refined, but not chemically modified (excl. ...",10,0.9
283720,Complex cyanides (excl. inorganic or organic compounds of mercury),8,0.9
741021,"Refined copper foil, backed, of a thickness ""excl. any backing"" of <= 0,15 mm (excl. stamping ...",12,0.9
950632,Golf balls,12,0.9
410330,"Raw hides and skins of swine, fresh, or salted, dried, limed, pickled or otherwise preserved, ...",12,0.9
290529,Unsaturated monohydric acyclic alcohols (excl. acyclic terpene alcohols),12,0.9
811292,"Unwrought niobium ""columbium"", gallium, indium, vanadium and germanium; powders and waste and ...",9,0.9
900710,Cinematographic cameras,9,0.9
283321,Sulphate of magnesium,12,0.9
470319,"Unbleached non-coniferous chemical wood pulp, soda or sulphate (excl. dissolving grades)",11,0.9
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, ...",10,0.9
670411,Complete wigs of synthetic textile materials,12,0.9
30314,"Frozen trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...",12,0.9
480419,"Kraftliner, uncoated, in rolls of a width > 36 cm (excl. unbleached and goods of heading 4802 ...",12,0.9
170260,"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter ...",6,0.9
121020,"Hop cones, ground, powdered or in the form of pellets; lupulin",12,0.9
170310,Cane molasses resulting from the extraction or refining of sugar,12,0.9
510220,"Coarse animal hair, neither carded nor combed (excl. wool, hair and bristles used in the manufacture ...",11,0.9
310490,"Carnallite, sylvite and other crude natural potassium salts, potassium magnesium sulphate and ...",11,0.9
294140,Chloramphenicol and its derivatives; salts thereof,12,0.9
852210,Pick-up cartridges,7,0.9
382731,"Mixtures containing hydrochlorofluorocarbons ""HCFCs"" and substances of subheadings 2903.41 ...",3,0.9
30487,"Frozen fillets of tuna ""of the genus Thunnus"", skipjack or stripe-bellied bonito ""Euthynnus ...",12,0.9
160412,"Prepared or preserved herrings, whole or in pieces (excl. minced)",12,0.9
160419,"Prepared or preserved fish, whole or in pieces (excl. minced, merely smoked, and salmon, herrings, ...",11,0.9
30541,"Smoked Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ...",12,0.9
681520,Articles of peat (excl. textile products from peat fibres),11,0.9
30192,"Live eels ""Anguilla spp.""",10,0.9
30381,Frozen dogfish and other sharks,12,0.9
30233,Fresh or chilled skipjack or stripe-bellied bonito,6,0.9
710429,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",3,0.9
848610,Machines and apparatus for the manufacture of boules or wafers,12,0.9
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...",11,0.9
121120,"Ginseng roots, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",11,0.9
10632,"Live psittaciformes ""incl. parrots, parrakeets, macaws and cockatoos""",9,0.9
30241,"Fresh or chilled herring ""Clupea harengus, clupea pallasii""",9,0.9
30389,"Frozen fish, n.e.s.",12,0.9
570339,"Carpets and other floor coverings, of man-made textile materials, tufted ""needle punched"", ...",5,0.9
851779,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and ...",3,0.9
852583,"Night vision television cameras, digital cameras and video camera recorders as specified in ...",3,0.9
580230,Tufted textile fabrics (excl. carpets and other floor coverings),11,0.9
392091,"Plates, sheets, film, foil and strip, of non-cellular poly""vinyl butyral"", not reinforced, ...",12,0.9
110412,Rolled or flaked grains of oats,12,0.9
270820,Pitch coke obtained from coal tar or from other mineral tars,9,0.9
870441,"Motor vehicles for the transport of goods, with both compression-ignition internal combustion ...",3,0.9
370130,"Photographic plates and film in the flat, sensitised, unexposed, with any side > 255 mm",8,0.9
480449,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",4,0.9
920110,Upright pianos,12,0.9
10631,Live birds of prey,6,0.9
261710,Antimony ores and concentrates,10,0.9
440131,Wood pellets,12,0.9
900640,Instant print cameras (excl. special cameras of subheading 9006.30),7,0.9
30447,Fresh or chilled fillets of dogfish and other sharks,5,0.9
91030,"Turmeric ""curcuma""",12,0.9
440831,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",6,0.9
810196,Tungsten wire,12,0.9
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",12,0.9
845012,"Household or laundry-type washing machines, with built-in centrifugal drier (excl. fully-automatic ...",10,0.9
400110,"Natural rubber latex, whether or not prevulcanised",12,0.9
293622,"Vitamin B1 and its derivatives, used primarily as vitamins",11,0.9
940530,Electric lighting sets of a kind used for Christmas trees,9,0.9
290613,Sterols and inositols,8,0.9
900190,"Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excl. such ...",12,0.9
80450,"Fresh or dried guavas, mangoes and mangosteens",12,0.9
291413,"4-Methylpentan-2-one ""methyl isobutyl ketone""",12,0.9
282540,Nickel oxides and hydroxides,11,0.9
71140,"Cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",11,0.9
970500,"Collections and collector's pieces of zoological, botanical, mineralogical, anatomical, historical, ...",5,0.9
854231,"Electronic integrated circuits as processors and controllers, whether or not combined with ...",12,0.9
310319,"Superphosphates (excl. such products containing by weight => 35 % of diphosphorus pentaoxide, ...",5,0.9
470692,"Chemical pulp of fibrous cellulosic material (excl. that of bamboo, wood, cotton linters and ...",4,0.9
710210,"Diamonds, unsorted",9,0.9
294120,Streptomycins and their derivatives; salts thereof,12,0.9
711100,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured",10,0.9
370254,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...",10,0.9
470691,"Mechanical pulp of fibrous cellulosic material (excl. that of bamboo, wood, cotton linters ...",5,0.9
281820,Aluminium oxide (excl. artificial corundum),12,0.9
293296,"Carbofuran ""ISO""",3,0.9
30272,"Fresh or chilled catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""",9,0.9
440321,"Pine ""Pinus spp."" in the rough, of which the smallest cross-sectional dimension is =>15 cm, ...",9,0.9
382492,Polyglycol esters of methylphosphonic acid,3,0.9
283524,Phosphates of potassium,12,0.9
900669,Photographic flashlights and flashlight apparatus (excl. with electronic discharge lamps),9,0.9
440140,"Sawdust and wood waste and scrap, not agglomerated",9,0.9
890690,"Vessels, incl. lifeboats (excl. warships, rowing boats and other vessels of heading 8901 to ...",6,0.9
852869,"Projectors (excl. with TV receiver, designed for computer use)",10,0.9
901390,"Parts and accessories for lasers and other appliances and instruments, n.e.s. in chapter 90",11,0.9
854091,"Parts of cathode ray tubes, n.e.s.",9,0.9
252922,Fluorspar containing by weight > 97% calcium fluoride,12,0.9
281290,Halides and halide oxides of non-metals (excl. chlorides and chloride oxides),12,0.9
20741,"Fresh or chilled domestic ducks, not cut in pieces",12,0.9
130211,Opium,6,0.9
510111,"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed",12,0.9
