hs6,product_label,years_present,avg_RSCA
290629,"Aromatic cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives ...",11,0.9
30193,"Live carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., ...",12,0.9
401512,"Gloves, mittens and mitts, of a kind used for medical, surgical, dental or veterinary purposes, ...",3,0.9
440719,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",6,0.9
10515,"Live domestic guinea fowls, weighing <= 185 g",4,0.9
870431,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",12,0.9
847321,"Parts and accessories of electronic calculating machines of subheading 8470.10, 8470.21 or ...",5,0.9
290559,"Halogenated, sulphonated, nitrated or nitrosated derivatives or acyclic alcohols (excl. ethchlorvynol ...",12,0.9
271099,Waste oils containing mainly petroleum or bituminous minerals (excl. those containing polychlorinated ...,7,0.9
730423,"Drill pipe, seamless, of a kind used in drilling for oil or gas, of iron or steel (excl. products ...",7,0.9
120750,"Mustard seeds, whether or not broken",12,0.9
810295,"Molybdenum bars and rods (other than those obtained simply by sintering), profiles, plates, ...",11,0.9
90611,"Cinnamon ""Cinnamomum zeylanicum Blume"" (excl. crushed and ground)",12,0.9
290341,"Trifluoromethane ""HFC-23""",5,0.9
110520,"Flakes, granules and pellets of potatoes",3,0.9
860711,Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock,4,0.9
440312,"Wood in the rough, treated with paint, stains, creosote or other preservatives, non-coniferous ...",4,0.9
440349,"Tropical wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",12,0.9
401410,"Sheath contraceptives, of vulcanised rubber (excl. hard rubber)",12,0.9
71335,"Dried, shelled cow peas ""Vigna unguiculata"", whether or not skinned or split",8,0.9
460129,"Mats, matting and screens, of vegetable plaiting materials, flat-woven or bound together in ...",12,0.9
853223,"Fixed electrical capacitors, ceramic dielectric, single layer (excl. power capacitors)",12,0.9
852712,"Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with built-in amplifier, ...",5,0.9
700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...",11,0.9
20753,"Fatty livers of domestic geese, fresh or chilled",11,0.9
41000,"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s.",8,0.9
710121,"Cultured pearls, unworked, whether or not graded",11,0.9
722530,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",12,0.9
890800,Vessels and other floating structures for breaking up,9,0.9
870120,Road tractors for semi-trailers,6,0.9
281512,"Sodium hydroxide ""caustic soda"" in aqueous solution ""soda lye or liquid soda""",6,0.9
570410,"Floor tiles, of felt, not tufted or flocked, with an area of <= 0,3 m²",10,0.9
600340,"Knitted or crocheted fabrics of artificial fibres, of a width of <= 30 cm (excl. those containing ...",4,0.9
41090,"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s.",3,0.9
10229,Live cattle (excl. pure-bred for breeding),12,0.9
282560,Germanium oxides and zirconium dioxide,12,0.9
291521,Acetic acid,12,0.9
390220,"Polyisobutylene, in primary forms",9,0.9
110820,Inulin,4,0.9
870220,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both diesel engine and ...",9,0.9
910390,"Clocks with watch movements (excl. electrically operated, wrist-watches, pocket-watches and ...",3,0.9
70110,Seed potatoes,12,0.9
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excl. ...,5,0.9
960920,"Pencil leads, black or coloured",9,0.9
20690,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",11,0.9
10130,Live asses,7,0.9
710490,"Precious and semi-precious stones, synthetic or reconstructed, worked, whether or not graded ...",11,0.9
852589,"Television cameras, digital cameras and video camera recorders (excl. high-speed, radiation-hardened ...",5,0.9
300460,"Medicaments containing any of the following antimalarial active principles: artemisinin ""INN"" ...",6,0.9
251120,"Natural barium carbonate ""witherite"", whether or not calcined (excl. barium oxide)",5,0.9
750521,Wire of non-alloy nickel (excl. electrically insulated products),8,0.9
401519,"Gloves, mittens and mitts, of vulcanised rubber (excl. of a kind used for medical, surgical, ...",9,0.9
550953,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",12,0.9
80620,Dried grapes,12,0.9
441249,"Laminated veneered lumber ""LVL"", with both outer plies of coniferous wood (excl. of bamboo, ...",3,0.9
870370,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",7,0.9
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...",8,0.9
810210,Molybdenum powders,7,0.9
160540,"Crustaceans, prepared or preserved (excl. smoked, crabs, shrimps, prawns and lobster)",12,0.9
290319,"Saturated chlorinated derivatives of acyclic hydrocarbons (excl. chloromethane [methyl chloride], ...",6,0.9
841181,Gas turbines of a power <= 5.000 kW (excl. turbojets and turbopropellers),10,0.9
530810,"Coconut ""coir"" yarn",9,0.9
401310,"Inner tubes, of rubber, of a kind used on motor cars, incl. station wagons and racing cars, ...",3,0.9
310230,"Ammonium nitrate, whether or not in aqueous solution (excl. that in tablets or similar forms, ...",10,0.9
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, ...",12,0.9
847971,"Passenger boarding bridges, of a kind used in airports",9,0.9
850640,Silver oxide cells and batteries (excl. spent),12,0.9
870380,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",3,0.9
740311,"Copper, refined, in the form of cathodes and sections of cathodes",12,0.9
480262,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",11,0.9
440793,"Maple ""Acer spp."", sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",10,0.9
440721,"Mahogany ""Swietenia spp."", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...",12,0.9
30495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, ...",12,0.9
710310,"Precious stones and semi-precious stones, unworked or simply sawn or roughly shaped, whether ...",12,0.9
890400,Tugs and pusher craft,9,0.9
550190,"Synthetic filament tow as specified in Note 1 to chapter 55 (excl. that of acrylic, modacrylic, ...",8,0.9
250410,Natural graphite in powder or in flakes,12,0.9
721041,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...",12,0.9
370298,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",10,0.9
30482,"Frozen fillets of trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...",11,0.9
30617,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in ...",12,0.9
860500,"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose ...",3,0.9
440391,"Oak ""Quercus spp."" in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",11,0.9
850760,Lithium-ion accumulators (excl. spent),12,0.9
271129,"Hydrocarbons in gaseous state, n.e.s. (excl. natural gas)",8,0.9
30339,"Frozen flat fish ""Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"" ...",12,0.9
870350,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",7,0.9
500100,Silkworm cocoons suitable for reeling,8,0.9
30616,"Frozen cold-water shrimps and prawns ""Pandalus spp., Crangon crangon"", even smoked, whether ...",12,0.9
442191,"Articles of bamboo, n.e.s.",10,0.9
900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical ...",10,0.9
60311,"Fresh cut roses and buds, of a kind suitable for bouquets or for ornamental purposes",12,0.9
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they ...",8,0.9
20422,"Fresh or chilled cuts of sheep, with bone in (excl. carcases and half-carcases)",12,0.9
854081,"Receiver or amplifier valves and tubes (excl. microwave tubes, photo-cathode tubes and cathode ...",11,0.9
810990,"Articles of zirconium, n.e.s.",5,0.9
30319,"Frozen salmonidae (excl. trout and Pacific, Atlantic and Danube salmon)",11,0.9
281511,"Sodium hydroxide ""caustic soda"" solid",12,0.9
300331,"Medicaments containing insulin, not in measured doses or put up for retail sale",9,0.9
151499,"High erucic acid rape or colza oil ""fixed oil which has an erucic acid content of >= 2%"", and ...",11,0.9
480990,"Transfer papers, incl. coated or impregnated paper for duplicator stencils or offset plates, ...",12,0.9
740620,"Copper powders, of lamellar structure, and flakes of copper (excl. grains of copper and spangles ...",11,0.9
470620,"Pulps of fibres derived from recovered ""waste and scrap"" paper or paperboard",8,0.9
847180,"Units for automatic data-processing machines (excl. processing units, input or output units ...",7,0.9
960840,Propelling or sliding pencils,12,0.9
860730,"Hooks and other coupling devices, buffers, and parts thereof, for railway or tramway locomotives ...",12,0.9
854143,Photovoltaic cells assembled in modules or made up into panels,3,0.9
90922,"Coriander seeds, crushed or ground",11,0.9
293311,"Phenazone ""antipyrin"" and its derivatives",4,0.9
381119,Anti-knock preparations for motor fuels (excl. those based on lead compounds),11,0.9
283691,Lithium carbonates,12,0.9
370239,"Photographic film ""incl. instant print film"", sensitised, in rolls, unexposed, without perforations, ...",12,0.9
283190,Dithionites and sulfoxylates (excl. sodium),3,0.9
370120,"Instant print film in the flat, sensitised, unexposed, whether or not in packs",10,0.9
600541,"Unbleached or bleached warp knit fabrics of artificial fibres ""incl. those made on galloon ...",4,0.9
911410,"Springs for clocks or watches, incl. hairsprings",5,0.9
670210,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",12,0.9
380852,"DDT ""ISO"" ""clofenotane ""INN"""", in packings of a net weight content <= 300 g",6,0.9
120791,"Poppy seeds, whether or not broken",12,0.9
270300,"Peat, incl. peat litter, whether or not agglomerated",12,0.9
40299,"Milk and cream, concentrated and sweetened (excl. in solid forms)",12,0.9
291533,n-Butyl acetate,12,0.9
20441,Frozen sheep carcases and half-carcases (excl. lambs),7,0.9
380859,Goods of heading 3808 containing one or more of the following substances: alachlor (ISO); aldicarb ...,4,0.9
310229,Double salts and mixtures of ammonium sulphate and ammonium nitrate (excl. goods of this chapter ...,10,0.9
300339,"Medicaments containing hormones or steroids used as hormones, not containing antibiotics, not ...",5,0.9
320650,"Inorganic products of a kind used as luminophores, whether or not chemically defined",12,0.9
291250,Cyclic polymers of aldehydes,4,0.9
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen",12,0.9
852799,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",12,0.9
240412,"Products containing nicotine, intended for inhalation without combustion (excl. containing ...",3,0.9
440922,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ...",6,0.9
290944,Monoalkylethers of ethylene glycol or of diethylene glycol (excl. monobutyl ethers),11,0.9
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",12,0.9
720839,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",4,0.9
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...",9,0.9
60315,"Fresh cut lilies ""Lilium spp."" and buds, of a kind suitable for bouquets or for ornamental ...",9,0.9
30111,Live ornamental freshwater fish,12,0.9
290389,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excl. 1,2,3,4,5,6-Hexachlorocyclohexane ...",9,0.9
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",4,0.9
90230,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",12,0.9
100821,Millet seed for sowing (excl. grain sorghum),3,0.9
630411,"Knitted or crocheted bedspreads (excl. bedlinen, quilts and eiderdowns)",12,0.9
290220,Benzene,10,0.9
901540,Photogrammetrical surveying instruments and appliances,10,0.9
722599,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...",12,0.9
284169,"Manganites, manganates and permanganates (excl. potassium permanganate)",7,0.9
170219,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...",7,0.9
440122,"Wood in chips or particles (excl. those of a kind used principally for dyeing or tanning purposes, ...",9,0.9
854519,"Electrodes of graphite or other carbon, for electrical purposes (excl. those used for furnaces)",11,0.9
470321,"Semi-bleached or bleached coniferous chemical wood pulp, soda or sulphate (excl. dissolving ...",10,0.9
30444,"Fresh or chilled fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, ...",12,0.9
842920,Self-propelled graders and levellers,4,0.9
80211,Fresh or dried almonds in shell,7,0.9
350290,"Albumins, albuminates and other albumin derivatives (excl. egg albumin and milk albumin [incl. ...",4,0.9
30484,"Frozen fillets of swordfish ""Xiphias gladius""",7,0.9
470329,"Semi-bleached or bleached non-coniferous chemical wood pulp, soda or sulphate (excl. dissolving ...",10,0.9
